NO;KODE_PTN;NAMA_PTN;KODE_PRODI;NAMA_PRODI;JENJANG;DAYA_TAMPUNG_2026;PEMINAT_2025;JENIS_PORTOFOLIO
1;1111;UNIVERSITAS SYIAH KUALA;11111001;PENDIDIKAN DOKTER HEWAN;Sarjana;72;334;Tidak Ada
2;1111;UNIVERSITAS SYIAH KUALA;11111002;TEKNIK SIPIL;Sarjana;84;515;Tidak Ada
3;1111;UNIVERSITAS SYIAH KUALA;11111003;TEKNIK MESIN;Sarjana;36;282;Tidak Ada
4;1111;UNIVERSITAS SYIAH KUALA;11111004;TEKNIK KIMIA;Sarjana;54;225;Tidak Ada
5;1111;UNIVERSITAS SYIAH KUALA;11111005;ARSITEKTUR;Sarjana;48;259;Tidak Ada
6;1111;UNIVERSITAS SYIAH KUALA;11111006;TEKNIK ELEKTRO;Sarjana;48;299;Tidak Ada
7;1111;UNIVERSITAS SYIAH KUALA;11111007;AGROTEKNOLOGI;Sarjana;36;252;Tidak Ada
8;1111;UNIVERSITAS SYIAH KUALA;11111008;AGRIBISNIS;Sarjana;48;348;Tidak Ada
9;1111;UNIVERSITAS SYIAH KUALA;11111009;PETERNAKAN;Sarjana;44;125;Tidak Ada
10;1111;UNIVERSITAS SYIAH KUALA;11111010;TEKNOLOGI PANGAN DAN HASIL PERTANIAN;Sarjana;48;180;Tidak Ada
11;1111;UNIVERSITAS SYIAH KUALA;11111011;TEKNIK PERTANIAN;Sarjana;42;239;Tidak Ada
12;1111;UNIVERSITAS SYIAH KUALA;11111012;PENDIDIKAN BIOLOGI;Sarjana;36;271;Tidak Ada
13;1111;UNIVERSITAS SYIAH KUALA;11111013;PENDIDIKAN MATEMATIKA;Sarjana;36;297;Tidak Ada
14;1111;UNIVERSITAS SYIAH KUALA;11111014;PENDIDIKAN FISIKA;Sarjana;36;95;Tidak Ada
15;1111;UNIVERSITAS SYIAH KUALA;11111015;PENDIDIKAN KIMIA;Sarjana;36;132;Tidak Ada
16;1111;UNIVERSITAS SYIAH KUALA;11111016;PENDIDIKAN DOKTER;Sarjana;75;1147;Tidak Ada
17;1111;UNIVERSITAS SYIAH KUALA;11111017;ILMU KEPERAWATAN;Sarjana;108;1343;Tidak Ada
18;1111;UNIVERSITAS SYIAH KUALA;11111018;PENDIDIKAN DOKTER GIGI;Sarjana;30;664;Tidak Ada
19;1111;UNIVERSITAS SYIAH KUALA;11111019;MATEMATIKA;Sarjana;24;91;Tidak Ada
20;1111;UNIVERSITAS SYIAH KUALA;11111020;FISIKA;Sarjana;24;29;Tidak Ada
21;1111;UNIVERSITAS SYIAH KUALA;11111021;KIMIA;Sarjana;24;120;Tidak Ada
22;1111;UNIVERSITAS SYIAH KUALA;11111022;BIOLOGI;Sarjana;24;166;Tidak Ada
23;1111;UNIVERSITAS SYIAH KUALA;11111023;ILMU KELAUTAN;Sarjana;48;152;Tidak Ada
24;1111;UNIVERSITAS SYIAH KUALA;11111024;BUDIDAYA PERAIRAN;Sarjana;48;76;Tidak Ada
25;1111;UNIVERSITAS SYIAH KUALA;11111025;TEKNIK INDUSTRI;Sarjana;36;455;Tidak Ada
26;1111;UNIVERSITAS SYIAH KUALA;11111026;INFORMATIKA;Sarjana;36;959;Tidak Ada
27;1111;UNIVERSITAS SYIAH KUALA;11111027;FARMASI;Sarjana;27;1311;Tidak Ada
28;1111;UNIVERSITAS SYIAH KUALA;11111028;TEKNIK GEOFISIKA;Sarjana;24;88;Tidak Ada
29;1111;UNIVERSITAS SYIAH KUALA;11111029;TEKNIK PERTAMBANGAN;Sarjana;36;662;Tidak Ada
30;1111;UNIVERSITAS SYIAH KUALA;11111030;STATISTIKA;Sarjana;36;270;Tidak Ada
31;1111;UNIVERSITAS SYIAH KUALA;11111031;PEMANFAATAN SUMBERDAYA PERIKANAN;Sarjana;36;50;Tidak Ada
32;1111;UNIVERSITAS SYIAH KUALA;11111032;ILMU TANAH;Sarjana;36;67;Tidak Ada
33;1111;UNIVERSITAS SYIAH KUALA;11111033;TEKNIK GEOLOGI;Sarjana;24;206;Tidak Ada
34;1111;UNIVERSITAS SYIAH KUALA;11111034;AGROTEKNOLOGI (PSDKU GAYO LUES);Sarjana;12;15;Tidak Ada
35;1111;UNIVERSITAS SYIAH KUALA;11111035;PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES);Sarjana;12;12;Tidak Ada
36;1111;UNIVERSITAS SYIAH KUALA;11111036;KEHUTANAN (PSDKU GAYO LUES);Sarjana;18;18;Tidak Ada
37;1111;UNIVERSITAS SYIAH KUALA;11111037;PROTEKSI TANAMAN;Sarjana;24;62;Tidak Ada
38;1111;UNIVERSITAS SYIAH KUALA;11111038;PERENCANAAN WILAYAH DAN KOTA;Sarjana;36;252;Tidak Ada
39;1111;UNIVERSITAS SYIAH KUALA;11111039;KEHUTANAN;Sarjana;36;170;Tidak Ada
40;1111;UNIVERSITAS SYIAH KUALA;11111040;TEKNIK KOMPUTER;Sarjana;48;712;Tidak Ada
41;1111;UNIVERSITAS SYIAH KUALA;11111041;EKONOMI PEMBANGUNAN;Sarjana;48;317;Tidak Ada
42;1111;UNIVERSITAS SYIAH KUALA;11111042;MANAJEMEN;Sarjana;60;927;Tidak Ada
43;1111;UNIVERSITAS SYIAH KUALA;11111043;AKUNTANSI;Sarjana;60;716;Tidak Ada
44;1111;UNIVERSITAS SYIAH KUALA;11111044;ILMU HUKUM;Sarjana;168;979;Tidak Ada
45;1111;UNIVERSITAS SYIAH KUALA;11111045;PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN;Sarjana;42;509;Tidak Ada
46;1111;UNIVERSITAS SYIAH KUALA;11111046;PENDIDIKAN SEJARAH;Sarjana;36;428;Tidak Ada
47;1111;UNIVERSITAS SYIAH KUALA;11111047;PENDIDIKAN EKONOMI;Sarjana;48;231;Tidak Ada
48;1111;UNIVERSITAS SYIAH KUALA;11111048;PENDIDIKAN GEOGRAFI;Sarjana;48;282;Tidak Ada
49;1111;UNIVERSITAS SYIAH KUALA;11111049;PENDIDIKAN BAHASA INDONESIA;Sarjana;48;509;Tidak Ada
50;1111;UNIVERSITAS SYIAH KUALA;11111050;PENDIDIKAN BAHASA INGGRIS;Sarjana;48;430;Tidak Ada
51;1111;UNIVERSITAS SYIAH KUALA;11111051;PENDIDIKAN SENI DRAMA TARI DAN MUSIK;Sarjana;36;186;Sendratasik
52;1111;UNIVERSITAS SYIAH KUALA;11111052;PENDIDIKAN KESEJAHTERAAN KELUARGA;Sarjana;48;409;Tidak Ada
53;1111;UNIVERSITAS SYIAH KUALA;11111053;PEND. JASMANI KESEHATAN DAN REKREASI;Sarjana;60;296;Olahraga
54;1111;UNIVERSITAS SYIAH KUALA;11111054;BIMBINGAN KONSELING;Sarjana;45;1101;Tidak Ada
55;1111;UNIVERSITAS SYIAH KUALA;11111055;PENDIDIKAN GURU SEKOLAH DASAR;Sarjana;69;1077;Tidak Ada
56;1111;UNIVERSITAS SYIAH KUALA;11111056;PSIKOLOGI;Sarjana;24;544;Tidak Ada
57;1111;UNIVERSITAS SYIAH KUALA;11111057;ILMU POLITIK;Sarjana;53;169;Tidak Ada
58;1111;UNIVERSITAS SYIAH KUALA;11111058;SOSIOLOGI;Sarjana;41;224;Tidak Ada
59;1111;UNIVERSITAS SYIAH KUALA;11111059;ILMU KOMUNIKASI;Sarjana;54;531;Tidak Ada
60;1111;UNIVERSITAS SYIAH KUALA;11111060;PENDIDIKAN GURU PAUD;Sarjana;42;317;Tidak Ada
61;1111;UNIVERSITAS SYIAH KUALA;11111061;ILMU PEMERINTAHAN;Sarjana;54;323;Tidak Ada
62;1111;UNIVERSITAS SYIAH KUALA;11111062;EKONOMI ISLAM;Sarjana;48;253;Tidak Ada
63;1111;UNIVERSITAS SYIAH KUALA;11111063;MANAJEMEN (PSDKU GAYO LUES);Sarjana;24;23;Tidak Ada
64;1111;UNIVERSITAS SYIAH KUALA;11111078;TEKNOLOGI INDUSTRI HASIL PERIKANAN;Sarjana;15;43;Tidak Ada
65;1111;UNIVERSITAS SYIAH KUALA;11111079;BISNIS DIGITAL;Sarjana;24;;Tidak Ada
66;1111;UNIVERSITAS SYIAH KUALA;11111080;TEKNIK SUMBER DAYA AIR;Sarjana;18;;Tidak Ada
67;1111;UNIVERSITAS SYIAH KUALA;11111081;TEKNIK PERMINYAKAN;Sarjana;18;;Tidak Ada
68;1111;UNIVERSITAS SYIAH KUALA;11111082;TEKNIK LINGKUNGAN;Sarjana;18;;Tidak Ada
69;1111;UNIVERSITAS SYIAH KUALA;11112065;AKUNTANSI PERPAJAKAN;Sarjana Terapan;24;87;Tidak Ada
70;1111;UNIVERSITAS SYIAH KUALA;11113064;KESEHATAN HEWAN;Diploma Tiga;9;14;Tidak Ada
71;1111;UNIVERSITAS SYIAH KUALA;11113066;MANAJEMEN AGRIBISNIS;Diploma Tiga;30;9;Tidak Ada
72;1111;UNIVERSITAS SYIAH KUALA;11113067;TEKNIK LISTRIK;Diploma Tiga;12;18;Tidak Ada
73;1111;UNIVERSITAS SYIAH KUALA;11113068;BUDIDAYA PETERNAKAN;Diploma Tiga;18;5;Tidak Ada
74;1111;UNIVERSITAS SYIAH KUALA;11113069;TEKNIK MESIN;Diploma Tiga;12;15;Tidak Ada
75;1111;UNIVERSITAS SYIAH KUALA;11113071;TEKNIK SIPIL;Diploma Tiga;24;11;Tidak Ada
76;1111;UNIVERSITAS SYIAH KUALA;11113072;SEKRETARI;Diploma Tiga;12;19;Tidak Ada
77;1111;UNIVERSITAS SYIAH KUALA;11113073;MANAJEMEN PERUSAHAAN;Diploma Tiga;12;20;Tidak Ada
78;1111;UNIVERSITAS SYIAH KUALA;11113075;AKUNTANSI;Diploma Tiga;24;12;Tidak Ada
79;1111;UNIVERSITAS SYIAH KUALA;11113076;KEUANGAN DAN PERBANKAN;Diploma Tiga;24;48;Tidak Ada
80;1111;UNIVERSITAS SYIAH KUALA;11113077;MANAJEMEN INFORMATIKA;Diploma Tiga;24;21;Tidak Ada
1;1112;UNIVERSITAS MALIKUSSALEH;11121001;TEKNIK SIPIL;Sarjana;165;265;Tidak Ada
2;1112;UNIVERSITAS MALIKUSSALEH;11121002;TEKNIK MESIN;Sarjana;150;243;Tidak Ada
3;1112;UNIVERSITAS MALIKUSSALEH;11121003;TEKNIK KIMIA;Sarjana;125;124;Tidak Ada
4;1112;UNIVERSITAS MALIKUSSALEH;11121004;TEKNIK ELEKTRO;Sarjana;100;164;Tidak Ada
5;1112;UNIVERSITAS MALIKUSSALEH;11121005;TEKNIK INDUSTRI;Sarjana;125;367;Tidak Ada
6;1112;UNIVERSITAS MALIKUSSALEH;11121006;TEKNIK INFORMATIKA;Sarjana;148;640;Tidak Ada
7;1112;UNIVERSITAS MALIKUSSALEH;11121007;TEKNIK ARSITEKTUR;Sarjana;75;81;Tidak Ada
8;1112;UNIVERSITAS MALIKUSSALEH;11121008;AGROEKOTEKNOLOGI;Sarjana;158;291;Tidak Ada
9;1112;UNIVERSITAS MALIKUSSALEH;11121009;AGRIBISNIS;Sarjana;133;274;Tidak Ada
10;1112;UNIVERSITAS MALIKUSSALEH;11121010;AKUAKULTUR;Sarjana;58;51;Tidak Ada
11;1112;UNIVERSITAS MALIKUSSALEH;11121011;KEDOKTERAN;Sarjana;42;707;Tidak Ada
12;1112;UNIVERSITAS MALIKUSSALEH;11121012;PENDIDIKAN FISIKA;Sarjana;60;46;Tidak Ada
13;1112;UNIVERSITAS MALIKUSSALEH;11121013;PENDIDIKAN KIMIA;Sarjana;60;66;Tidak Ada
14;1112;UNIVERSITAS MALIKUSSALEH;11121014;PENDIDIKAN MATEMATIKA;Sarjana;60;155;Tidak Ada
15;1112;UNIVERSITAS MALIKUSSALEH;11121015;PENDIDIKAN VOKASIONAL TEKNIK MESIN;Sarjana;38;36;Tidak Ada
16;1112;UNIVERSITAS MALIKUSSALEH;11121016;SISTEM INFORMASI;Sarjana;100;264;Tidak Ada
17;1112;UNIVERSITAS MALIKUSSALEH;11121017;ILMU KELAUTAN;Sarjana;58;54;Tidak Ada
18;1112;UNIVERSITAS MALIKUSSALEH;11121018;TEKNIK MATERIAL;Sarjana;50;31;Tidak Ada
19;1112;UNIVERSITAS MALIKUSSALEH;11121019;TEKNIK LOGISTIK;Sarjana;50;50;Tidak Ada
20;1112;UNIVERSITAS MALIKUSSALEH;11121020;MANAJEMEN;Sarjana;208;587;Tidak Ada
21;1112;UNIVERSITAS MALIKUSSALEH;11121021;AKUNTANSI;Sarjana;163;386;Tidak Ada
22;1112;UNIVERSITAS MALIKUSSALEH;11121022;ILMU EKONOMI & STUDI PEMBANGUNAN;Sarjana;105;117;Tidak Ada
23;1112;UNIVERSITAS MALIKUSSALEH;11121023;ADMINISTRASI PUBLIK;Sarjana;135;280;Tidak Ada
24;1112;UNIVERSITAS MALIKUSSALEH;11121024;SOSIOLOGI;Sarjana;100;192;Tidak Ada
25;1112;UNIVERSITAS MALIKUSSALEH;11121025;ILMU POLITIK;Sarjana;100;45;Tidak Ada
26;1112;UNIVERSITAS MALIKUSSALEH;11121026;ANTROPOLOGI;Sarjana;50;59;Tidak Ada
27;1112;UNIVERSITAS MALIKUSSALEH;11121027;ILMU KOMUNIKASI;Sarjana;139;294;Tidak Ada
28;1112;UNIVERSITAS MALIKUSSALEH;11121028;HUKUM;Sarjana;250;381;Tidak Ada
29;1112;UNIVERSITAS MALIKUSSALEH;11121029;EKONOMI SYARIAH;Sarjana;110;162;Tidak Ada
30;1112;UNIVERSITAS MALIKUSSALEH;11121030;PSIKOLOGI;Sarjana;90;379;Tidak Ada
31;1112;UNIVERSITAS MALIKUSSALEH;11121031;PENDIDIKAN BAHASA INDONESIA;Sarjana;98;384;Tidak Ada
32;1112;UNIVERSITAS MALIKUSSALEH;11121032;ADMINISTRASI BISNIS;Sarjana;75;264;Tidak Ada
33;1112;UNIVERSITAS MALIKUSSALEH;11121033;KEWIRUSAHAAN;Sarjana;68;98;Tidak Ada
34;1112;UNIVERSITAS MALIKUSSALEH;11121036;PENDIDIKAN ILMU PENGETAHUAN ALAM;Sarjana;30;;Tidak Ada
35;1112;UNIVERSITAS MALIKUSSALEH;11121037;PENDIDIKAN VOKASIONAL REKAYASA ELEKTRO;Sarjana;30;;Tidak Ada
36;1112;UNIVERSITAS MALIKUSSALEH;11121038;BIOTEKNOLOGI;Sarjana;45;;Tidak Ada
37;1112;UNIVERSITAS MALIKUSSALEH;11121039;PERENCANAAN WILAYAH DAN KOTA;Sarjana;30;;Tidak Ada
38;1112;UNIVERSITAS MALIKUSSALEH;11121040;TEKNIK LINGKUNGAN;Sarjana;30;;Tidak Ada
39;1112;UNIVERSITAS MALIKUSSALEH;11123034;KEPERAWATAN;Diploma Tiga;58;158;Tidak Ada
1;1113;UNIVERSITAS TEUKU UMAR;11131001;TEKNIK SIPIL;Sarjana;52;100;Tidak Ada
2;1113;UNIVERSITAS TEUKU UMAR;11131002;TEKNIK MESIN;Sarjana;44;103;Tidak Ada
3;1113;UNIVERSITAS TEUKU UMAR;11131003;TEKNIK INDUSTRI;Sarjana;44;123;Tidak Ada
4;1113;UNIVERSITAS TEUKU UMAR;11131004;AGRIBISNIS;Sarjana;48;79;Tidak Ada
5;1113;UNIVERSITAS TEUKU UMAR;11131005;AGROTEKNOLOGI;Sarjana;46;67;Tidak Ada
6;1113;UNIVERSITAS TEUKU UMAR;11131006;PERIKANAN;Sarjana;24;32;Tidak Ada
7;1113;UNIVERSITAS TEUKU UMAR;11131007;KESEHATAN MASYARAKAT;Sarjana;64;320;Tidak Ada
8;1113;UNIVERSITAS TEUKU UMAR;11131008;AKUAKULTUR;Sarjana;22;12;Tidak Ada
9;1113;UNIVERSITAS TEUKU UMAR;11131009;SUMBER DAYA AKUATIK;Sarjana;22;6;Tidak Ada
10;1113;UNIVERSITAS TEUKU UMAR;11131010;TEKNOLOGI HASIL PERTANIAN;Sarjana;48;64;Tidak Ada
11;1113;UNIVERSITAS TEUKU UMAR;11131011;ILMU KELAUTAN;Sarjana;22;35;Tidak Ada
12;1113;UNIVERSITAS TEUKU UMAR;11131012;TEKNOLOGI INFORMASI;Sarjana;48;149;Tidak Ada
13;1113;UNIVERSITAS TEUKU UMAR;11131013;GIZI;Sarjana;52;322;Tidak Ada
14;1113;UNIVERSITAS TEUKU UMAR;11131014;EKONOMI PEMBANGUNAN;Sarjana;34;40;Tidak Ada
15;1113;UNIVERSITAS TEUKU UMAR;11131015;ILMU ADMINISTRASI NEGARA;Sarjana;60;107;Tidak Ada
16;1113;UNIVERSITAS TEUKU UMAR;11131016;SOSIOLOGI;Sarjana;48;99;Tidak Ada
17;1113;UNIVERSITAS TEUKU UMAR;11131017;ILMU KOMUNIKASI;Sarjana;56;87;Tidak Ada
18;1113;UNIVERSITAS TEUKU UMAR;11131018;MANAJEMEN;Sarjana;64;190;Tidak Ada
19;1113;UNIVERSITAS TEUKU UMAR;11131019;AKUNTANSI;Sarjana;60;127;Tidak Ada
20;1113;UNIVERSITAS TEUKU UMAR;11131020;ILMU HUKUM;Sarjana;64;105;Tidak Ada
21;1113;UNIVERSITAS TEUKU UMAR;11131021;PETERNAKAN;Sarjana;24;28;Tidak Ada
22;1113;UNIVERSITAS TEUKU UMAR;11131022;BISNIS DIGITAL;Sarjana;38;87;Tidak Ada
23;1113;UNIVERSITAS TEUKU UMAR;11131023;KESELAMATAN DAN KESEHATAN KERJA;Sarjana;38;156;Tidak Ada
24;1113;UNIVERSITAS TEUKU UMAR;11131024;BAHASA DAN KEBUDAYAAN INGGRIS;Sarjana;24;25;Tidak Ada
25;1113;UNIVERSITAS TEUKU UMAR;11131025;TEKNIK INFRASRUKTUR DAN LINGKUNGAN;Sarjana;16;;Tidak Ada
26;1113;UNIVERSITAS TEUKU UMAR;11131026;SAINS KEOLAHRAGAAN;Sarjana;16;;Olahraga
27;1113;UNIVERSITAS TEUKU UMAR;11131027;BIOSAINS HEWAN;Sarjana;16;;Tidak Ada
1;1114;UNIVERSITAS SAMUDRA;11141001;AGROTEKNOLOGI;Sarjana;48;152;Tidak Ada
2;1114;UNIVERSITAS SAMUDRA;11141002;AGRIBISNIS;Sarjana;60;175;Tidak Ada
3;1114;UNIVERSITAS SAMUDRA;11141003;AKUAKULTUR;Sarjana;16;25;Tidak Ada
4;1114;UNIVERSITAS SAMUDRA;11141004;PENDIDIKAN MATEMATIKA;Sarjana;12;66;Tidak Ada
5;1114;UNIVERSITAS SAMUDRA;11141005;PENDIDIKAN FISIKA;Sarjana;12;27;Tidak Ada
6;1114;UNIVERSITAS SAMUDRA;11141006;PENDIDIKAN KIMIA;Sarjana;12;22;Tidak Ada
7;1114;UNIVERSITAS SAMUDRA;11141007;PENDIDIKAN BIOLOGI;Sarjana;36;109;Tidak Ada
8;1114;UNIVERSITAS SAMUDRA;11141008;TEKNIK MESIN;Sarjana;44;72;Tidak Ada
9;1114;UNIVERSITAS SAMUDRA;11141009;TEKNIK SIPIL;Sarjana;60;108;Tidak Ada
10;1114;UNIVERSITAS SAMUDRA;11141010;TEKNIK INDUSTRI;Sarjana;48;161;Tidak Ada
11;1114;UNIVERSITAS SAMUDRA;11141011;INFORMATIKA;Sarjana;72;376;Tidak Ada
12;1114;UNIVERSITAS SAMUDRA;11141012;MATEMATIKA;Sarjana;12;25;Tidak Ada
13;1114;UNIVERSITAS SAMUDRA;11141013;FISIKA;Sarjana;12;6;Tidak Ada
14;1114;UNIVERSITAS SAMUDRA;11141014;KIMIA;Sarjana;12;25;Tidak Ada
15;1114;UNIVERSITAS SAMUDRA;11141015;BIOLOGI;Sarjana;12;39;Tidak Ada
16;1114;UNIVERSITAS SAMUDRA;11141016;HUKUM;Sarjana;96;221;Tidak Ada
17;1114;UNIVERSITAS SAMUDRA;11141017;EKONOMI MANAJEMEN;Sarjana;96;397;Tidak Ada
18;1114;UNIVERSITAS SAMUDRA;11141018;EKONOMI PEMBANGUNAN;Sarjana;32;53;Tidak Ada
19;1114;UNIVERSITAS SAMUDRA;11141019;PENDIDIKAN SEJARAH;Sarjana;32;142;Tidak Ada
20;1114;UNIVERSITAS SAMUDRA;11141020;PENDIDIKAN GEOGRAFI;Sarjana;48;111;Tidak Ada
21;1114;UNIVERSITAS SAMUDRA;11141021;PENDIDIKAN JASMANI;Sarjana;48;158;Olahraga
22;1114;UNIVERSITAS SAMUDRA;11141022;PENDIDIKAN GURU SEKOLAH DASAR;Sarjana;130;821;Tidak Ada
23;1114;UNIVERSITAS SAMUDRA;11141023;PENDIDIKAN BAHASA INGGRIS;Sarjana;32;113;Tidak Ada
24;1114;UNIVERSITAS SAMUDRA;11141024;PENDIDIKAN BAHASA INDONESIA;Sarjana;48;226;Tidak Ada
25;1114;UNIVERSITAS SAMUDRA;11141025;AKUNTANSI;Sarjana;48;172;Tidak Ada
26;1114;UNIVERSITAS SAMUDRA;11141026;GEOFISIKA;Sarjana;12;10;Tidak Ada
27;1114;UNIVERSITAS SAMUDRA;11141027;PENDIDIKAN ILMU PENGETAHUAN ALAM;Sarjana;12;38;Tidak Ada
28;1114;UNIVERSITAS SAMUDRA;11141028;PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN;Sarjana;12;164;Tidak Ada
29;1114;UNIVERSITAS SAMUDRA;11141029;PENDIDIKAN VOKASIONAL SENI KULINER;Sarjana;12;48;Tidak Ada
30;1114;UNIVERSITAS SAMUDRA;11141030;KRIMINOLOGI;Sarjana;16;;Tidak Ada
31;1114;UNIVERSITAS SAMUDRA;11141031;PETERNAKAN;Sarjana;16;;Tidak Ada
32;1114;UNIVERSITAS SAMUDRA;11141032;HUKUM BISNIS;Sarjana;16;;Tidak Ada
33;1114;UNIVERSITAS SAMUDRA;11141033;TEKNOLOGI PANGAN DAN HASIL PERTANIAN;Sarjana;16;;Tidak Ada
34;1114;UNIVERSITAS SAMUDRA;11141034;BISNIS DIGITAL;Sarjana;16;;Tidak Ada
1;1115;ISBI ACEH;11151001;SENI KARAWITAN;Sarjana;20;3;Seni Karawitan
2;1115;ISBI ACEH;11151002;SENI TARI;Sarjana;38;33;Tari
3;1115;ISBI ACEH;11151003;SENI TEATER;Sarjana;15;5;Teater
4;1115;ISBI ACEH;11151004;SENI RUPA MURNI;Sarjana;20;14;Seni Rupa, Desain, dan Kriya
5;1115;ISBI ACEH;11151005;KRIYA SENI;Sarjana;20;8;Seni Rupa, Desain, dan Kriya
6;1115;ISBI ACEH;11151006;DESAIN KOMUNIKASI VISUAL;Sarjana;40;25;Seni Rupa, Desain, dan Kriya
7;1115;ISBI ACEH;11151007;KAJIAN SASTRA BUDAYA;Sarjana;15;10;Tidak Ada
8;1115;ISBI ACEH;11151008;BAHASA ACEH;Sarjana;15;5;Tidak Ada
9;1115;ISBI ACEH;11151009;DESAIN INTERIOR;Sarjana;20;4;Seni Rupa, Desain, dan Kriya
10;1115;ISBI ACEH;11151010;BAHASA MANDARIN;Sarjana;20;;Tidak Ada
11;1115;ISBI ACEH;11151011;SEJARAH;Sarjana;20;;Tidak Ada
1;1121;UNIVERSITAS SUMATERA UTARA;11211001;PENDIDIKAN DOKTER;Sarjana;55;1263;Tidak Ada
2;1121;UNIVERSITAS SUMATERA UTARA;11211002;TEKNIK SIPIL;Sarjana;38;835;Tidak Ada
3;1121;UNIVERSITAS SUMATERA UTARA;11211003;TEKNIK MESIN;Sarjana;38;774;Tidak Ada
4;1121;UNIVERSITAS SUMATERA UTARA;11211004;TEKNIK ELEKTRO;Sarjana;35;636;Tidak Ada
5;1121;UNIVERSITAS SUMATERA UTARA;11211005;TEKNIK INDUSTRI;Sarjana;40;1410;Tidak Ada
6;1121;UNIVERSITAS SUMATERA UTARA;11211006;TEKNIK KIMIA;Sarjana;30;612;Tidak Ada
7;1121;UNIVERSITAS SUMATERA UTARA;11211007;PENDIDIKAN DOKTER GIGI;Sarjana;33;806;Tidak Ada
8;1121;UNIVERSITAS SUMATERA UTARA;11211008;MATEMATIKA;Sarjana;40;377;Tidak Ada
9;1121;UNIVERSITAS SUMATERA UTARA;11211009;KIMIA;Sarjana;40;302;Tidak Ada
10;1121;UNIVERSITAS SUMATERA UTARA;11211010;FARMASI;Sarjana;40;1753;Tidak Ada
11;1121;UNIVERSITAS SUMATERA UTARA;11211011;FISIKA;Sarjana;40;130;Tidak Ada
12;1121;UNIVERSITAS SUMATERA UTARA;11211012;ILMU KESEHATAN MASYARAKAT;Sarjana;88;1520;Tidak Ada
13;1121;UNIVERSITAS SUMATERA UTARA;11211013;AGROEKOTEKNOLOGI;Sarjana;75;1177;Tidak Ada
14;1121;UNIVERSITAS SUMATERA UTARA;11211014;KETEKNIKAN PERTANIAN;Sarjana;25;515;Tidak Ada
15;1121;UNIVERSITAS SUMATERA UTARA;11211015;BIOLOGI;Sarjana;40;311;Tidak Ada
16;1121;UNIVERSITAS SUMATERA UTARA;11211016;AGRIBISNIS;Sarjana;50;1043;Tidak Ada
17;1121;UNIVERSITAS SUMATERA UTARA;11211017;ILMU DAN TEKNOLOGI PANGAN;Sarjana;25;609;Tidak Ada
18;1121;UNIVERSITAS SUMATERA UTARA;11211018;PETERNAKAN;Sarjana;70;522;Tidak Ada
19;1121;UNIVERSITAS SUMATERA UTARA;11211019;ARSITEKTUR;Sarjana;25;438;Tidak Ada
20;1121;UNIVERSITAS SUMATERA UTARA;11211020;ILMU KEPERAWATAN;Sarjana;63;1290;Tidak Ada
21;1121;UNIVERSITAS SUMATERA UTARA;11211021;KEHUTANAN;Sarjana;80;771;Tidak Ada
22;1121;UNIVERSITAS SUMATERA UTARA;11211022;ILMU KOMPUTER;Sarjana;33;1578;Tidak Ada
23;1121;UNIVERSITAS SUMATERA UTARA;11211023;TEKNOLOGI INFORMASI;Sarjana;33;1038;Tidak Ada
24;1121;UNIVERSITAS SUMATERA UTARA;11211024;MANAJEMEN SUMBER DAYA PERAIRAN;Sarjana;25;232;Tidak Ada
25;1121;UNIVERSITAS SUMATERA UTARA;11211025;TEKNIK LINGKUNGAN;Sarjana;21;526;Tidak Ada
26;1121;UNIVERSITAS SUMATERA UTARA;11211026;GIZI;Sarjana;22;912;Tidak Ada
27;1121;UNIVERSITAS SUMATERA UTARA;11211027;ILMU HUKUM;Sarjana;135;1767;Tidak Ada
28;1121;UNIVERSITAS SUMATERA UTARA;11211028;ILMU SEJARAH;Sarjana;48;206;Tidak Ada
29;1121;UNIVERSITAS SUMATERA UTARA;11211029;ANTROPOLOGI SOSIAL;Sarjana;30;319;Tidak Ada
30;1121;UNIVERSITAS SUMATERA UTARA;11211030;AKUNTANSI;Sarjana;55;1488;Tidak Ada
31;1121;UNIVERSITAS SUMATERA UTARA;11211031;SOSIOLOGI;Sarjana;42;375;Tidak Ada
32;1121;UNIVERSITAS SUMATERA UTARA;11211032;ILMU KESEJAHTERAAN SOSIAL;Sarjana;30;352;Tidak Ada
33;1121;UNIVERSITAS SUMATERA UTARA;11211033;ILMU ADMINISTRASI NEGARA;Sarjana;27;754;Tidak Ada
34;1121;UNIVERSITAS SUMATERA UTARA;11211034;ILMU KOMUNIKASI;Sarjana;27;1108;Tidak Ada
35;1121;UNIVERSITAS SUMATERA UTARA;11211035;MANAJEMEN;Sarjana;55;1743;Tidak Ada
36;1121;UNIVERSITAS SUMATERA UTARA;11211036;EKONOMI PEMBANGUNAN;Sarjana;44;528;Tidak Ada
37;1121;UNIVERSITAS SUMATERA UTARA;11211037;ILMU POLITIK;Sarjana;30;327;Tidak Ada
38;1121;UNIVERSITAS SUMATERA UTARA;11211038;SASTRA INDONESIA;Sarjana;57;334;Tidak Ada
39;1121;UNIVERSITAS SUMATERA UTARA;11211039;SASTRA DAERAH UNTUK SASTRA MELAYU;Sarjana;38;6;Tidak Ada
